cod producto,linea,rubro,descripcion,pcio_lista,unidad,imagen,,
325103,GAS,TETONES FUNDIDOS,TETON FUNDIDO CURVO 1/4' MACHO,1145.46,(C/U),325101,,
325200,GAS,TETONES FUNDIDOS,TETON FUNDIDO RECTO 1/2 HEMBRA,618.56,(C/U),325200,,
325201,GAS,TETONES FUNDIDOS,TETON FUNDIDO CURVO 1/2' HEMBRA,580.12,(C/U),325201,,
325202,GAS,TETONES FUNDIDOS,TETON FUNDIDO CURVO 3/8' HEMBRA,506.74,(C/U),325201,,
326100,GAS,TEE PARA GAS,TEE HEMBRA 1/8',842.94,(C/U),326100,,
326101,GAS,TEE PARA GAS,TEE HEMBRA 1/4',473.9,(C/U),326100,,
326102,GAS,TEE PARA GAS,TEE HEMBRA 3/8',543.48,(C/U),326100,,
326300,GAS,TEE PARA GAS,TEE MACHO 1/8'  VIROLA,448.6,(C/U),326300,,
326301,GAS,TEE PARA GAS,TEE MACHO 1/4'  VIROLA,693.72,(C/U),326300,,
326302,GAS,TEE PARA GAS,TEE MACHO 3/8'  VIROLA,688.54,(C/U),326300,,
326303,GAS,TEE PARA GAS,TEE MACHO 1/2'  VIROLA,1564,(C/U),326300,,
326350,GAS,TEE PARA GAS,TEE MACHO 1/8' ARMADAS,1746.46,(C/U),326350,,
326351,GAS,TEE PARA GAS,TEE MACHO 1/4' ARMADA,1237.78,(C/U),326350,,
326352,GAS,TEE PARA GAS,TEE MACHO 3/8' ARMADA,1746.46,(C/U),326350,,
326500,GAS,TEE PARA GAS,TEE MACHO 1/4 X 1/2 X 1/4' VIROLA,1415.96,(C/U),326500,,
326501,GAS,TEE PARA GAS,TEE MACHO 3/8 X 1/2 X 3/8' VIROLA,1490.48,(C/U),326500,,
327100,GAS,TERMOCUPLAS,SOPORTE TERMOCUPLA ROSCADO 8 X 1 STANDARD,153.9,(C/U),327100,,
327110,GAS,TERMOCUPLAS,SOPORTE TERMOCUPLA SEGUER STANDART EITAR,176.88,(C/U),327110,,
327120,GAS,TERMOCUPLAS,SOPORTE TERMOCUPLA ORBIS ANTIGUO,211.06,(C/U),327120,,
327130,GAS,TERMOCUPLAS,SOPORTE TERMOCUPLA ORBIS MODERNO,157.32,(C/U),327130,,
327140,GAS,TERMOCUPLAS,SOPORTE TERMOCUPLA LONGVIE,226.22,(C/U),327140,,
327150,GAS,TERMOCUPLAS,SOPORTE TERMOCUPLA RHEEN ANTIGUO,362.4,(C/U),327150,,
327160,GAS,TERMOCUPLAS,SOPORTE TERMOCUPLA ESKABE 2000,210.3,(C/U),327160,,
327170,GAS,TERMOCUPLAS,SOPORTE TERMOCUPLA ESKABE 5000,210.3,(C/U),327170,,
327180,GAS,TERMOCUPLAS,SOPORTE TERMOCUPLA CTZ MODERNO,189.3,(C/U),327180,,
327250,GAS,TERMOCUPLAS,TUERCA TERMOCUPLA FIJACION ROSCA 8 X 1,85.78,(C/U),327250,,
327260,GAS,TERMOCUPLAS,TUERCA TERMOCUPLA FIJACION ROSCA 9 X 1 EITAR,92.16,(C/U),327260,,
327270,GAS,TERMOCUPLAS,TUERCA TERMOCUPLA FIJACION 3/8 OTONELLO,92.16,(C/U),327270,,
327280,GAS,TERMOCUPLAS,TUERCA TERMOCUPLA FIJACION RHEEN 11/32,141.08,(C/U),327280,,
327290,GAS,TERMOCUPLAS,TUERCA TERMOCUPLA FIJACION RHEEN PILOTO 2/ENT.,258.26,(C/U),327290,,
327300,GAS,TERMOCUPLAS,TUERCA TERMOCUPLA FIJACION ESKABE LARGO/CTZ,251.58,(C/U),327300,,
327310,GAS,TERMOCUPLAS,TUERCA TERMOCUPLA PARTIDA ROSCA 8 X 1,164.36,(C/U),327310,,
327320,GAS,TERMOCUPLAS,TUERCA TERMOCUPLA PARTIDA ROSCA 9 X 1,179.34,(C/U),327320,,
327330,GAS,TERMOCUPLAS,TUERCA TERMOCUPLA PARTIDA 3/8 OTONELLO,95.96,(C/U),327330,,
327340,GAS,TERMOCUPLAS,TUERCA TERMOCUPLA PARTIDA 11/32 RHEEN,115.98,(C/U),327340,,
327345,GAS,TERMOCUPLAS,TUERCA TERMOCUPLA PARTIDA RHEMM DOBLE ENTRADA,152.24,(C/U),,,
327350,GAS,TERMOCUPLAS,TUERCA TERMOCUPLA PLANA 8 X 1 SOP.ROSCADO,48.8,(C/U),327350,,
327351,GAS,TERMOCUPLAS,TUERCA TERMOCUPLA PLANA SEÑORIAL,39.1,(C/U),,,
328002,GAS,TERMOCUPLAS,TERMOCUPLA INTERCAMBIABLE X 200,741.7,(C/U),328000,,
328003,GAS,TERMOCUPLAS,TERMOCUPLA INTERCAMBIABLE X 300,820.86,(C/U),328000,,
328004,GAS,TERMOCUPLAS,TERMOCUPLA INTERCAMBIABLE X 400,900.08,(C/U),328000,,
328005,GAS,TERMOCUPLAS,TERMOCUPLA INTERCAMBIABLE X 500,1005.04,(C/U),328000,,
328006,GAS,TERMOCUPLAS,TERMOCUPLA INTERCAMBIABLE X 600,1102.98,(C/U),328000,,
328007,GAS,TERMOCUPLAS,TERMOCUPLA INTERCAMBIABLE X 700,1219.72,(C/U),328000,,
328008,GAS,TERMOCUPLAS,TERMOCUPLA INTERCAMBIABLE X 800,1336.5,(C/U),328000,,
328010,GAS,TERMOCUPLAS,TERMOCUPLA INTERCAMBIABLE X 1000,1576,(C/U),328000,,
328012,GAS,TERMOCUPLAS,TERMOCUPLA INTERCAMBIABLE X 1200,1823.26,(C/U),328000,,
328014,GAS,TERMOCUPLAS,TERMOCUPLA INTERCAMBIABLE X 1400,2073.42,(C/U),328000,,
328015,GAS,TERMOCUPLAS,TERMOCUPLA INTERCAMBIABLE X 1500,2199.76,(C/U),328000,,
328102,GAS,TERMOCUPLAS,TERMOCUPLA SOPORTE ROSCADO X 200,942.04,(C/U),328100,,
328103,GAS,TERMOCUPLAS,TERMOCUPLA SOPORTE ROSCADO X 300,881.28,(C/U),328100,,
328104,GAS,TERMOCUPLAS,TERMOCUPLA SOPORTE ROSCADO X 400,926.96,(C/U),328100,,
328105,GAS,TERMOCUPLAS,TERMOCUPLA SOPORTE ROSCADO X 500,1109.04,(C/U),328100,,
328106,GAS,TERMOCUPLAS,TERMOCUPLA SOPORTE ROSCADO X 600,1116.28,(C/U),328100,,
328107,GAS,TERMOCUPLAS,TERMOCUPLA SOPORTE ROSCADO X 700,1233.78,(C/U),328100,,
328108,GAS,TERMOCUPLAS,TERMOCUPLA SOPORTE ROSCADO X 800,1318.66,(C/U),328100,,
328109,GAS,TERMOCUPLAS,TERMOCUPLA SOPORTE ROSCADO X 900,1403.5,(C/U),328100,,
328110,GAS,TERMOCUPLAS,TERMOCUPLA SOPORTE ROSCADO X 1000,1488.36,(C/U),328100,,
328111,GAS,TERMOCUPLAS,TERMOCUPLA SOPORTE ROSCADO X 1100,1586.28,(C/U),328100,,
328112,GAS,TERMOCUPLAS,TERMOCUPLA SOPORTE ROSCADO X 1200,1664.62,(C/U),328100,,
328113,GAS,TERMOCUPLAS,TERMOCUPLA SOPORTE ROSCADO X 1300,10289611,(C/U),328100,,
328114,GAS,TERMOCUPLAS,TERMOCUPLA SOPORTE ROSCADO X 1400,1840.88,(C/U),328100,,
328115,GAS,TERMOCUPLAS,TERMOCUPLA SOPORTE ROSCADO X 1500,12112211,(C/U),328100,,
328222,GAS,TERMOCUPLAS,TERMOCUPLA PILOTO ANALIZADOR T 400 mm 9x1,1097.06,(C/U),,,
328223,GAS,TERMOCUPLAS,TERMOCUPLA PILOTO ANALIZADOR T 500 mm 9x1,1174.5,(C/U),,,
328224,GAS,TERMOCUPLAS,TERMOCUPLA PILOTO ANALIZADOR T 600 mm 9x1,1251.92,(C/U),,,
328225,GAS,TERMOCUPLAS,TERMOCUPLA PILOTO ANALIZADOR T 800 mm 9x1,1322.9,(C/U),,,
328226,GAS,TERMOCUPLAS,TERMOCUPLA PILOTO ANALIZADOR T 1000 mm 9x1,1484.26,(C/U),,,
328227,GAS,TERMOCUPLAS,TERMOCUPLA PILOTO ANALIZADOR T 1200 mm 9x1,1832.72,(C/U),,,
328233,GAS,TERMOCUPLAS,TERMOCUPLA PILOTO ANALIZADOR A 300 mm RHEEM,942.22,(C/U),,,
328234,GAS,TERMOCUPLAS,TERMOCUPLA PILOTO ANALIZADOR A 400 mm RHEEM,1013.26,(C/U),,,
328235,GAS,TERMOCUPLAS,TERMOCUPLA PILOTO ANALIZADOR A 500 mm RHEEM,1097.06,(C/U),,,
328236,GAS,TERMOCUPLAS,TERMOCUPLA PILOTO ANALIZADOR A 600 mm RHEEM,1171.26,(C/U),,,
328237,GAS,TERMOCUPLAS,TERMOCUPLA PILOTO ANALIZADOR A 800 mm RHEEM,1322.9,(C/U),,,
328238,GAS,TERMOCUPLAS,TERMOCUPLA PILOTO ANALIZADOR A 1000 mm RHEEM,1484.26,(C/U),,,
328239,GAS,TERMOCUPLAS,TERMOCUPLA PILOTO ANALIZADOR A 1500 mm RHEEM,2060.06,(C/U),,,
328304,GAS,TERMOCUPLAS,TERMOCUPLA RHEEM ANTIGUA 400 mm 11/32,1800.28,(C/U),328300,,
328306,GAS,TERMOCUPLAS,TERMOCUPLA RHEEM ANTIGUA 600 mm 11/32,1949.26,(C/U),328300,,
328310,GAS,TERMOCUPLAS,TERMOCUPLA RHEEM ANTIGUA 1000 mm 11/32,2348.92,(C/U),328300,,
328324,GAS,TERMOCUPLAS,TERMOCUPLA RHEEM AMERICANA 400 mm 11/32,1013.12,(C/U),328320,,
328326,GAS,TERMOCUPLAS,TERMOCUPLA RHEEM AMERICANA 600 mm 11/32,1174.5,(C/U),,,
328330,GAS,TERMOCUPLAS,TERMOCUPLA RHEEM AMERICANA 1000 mm 11/32,1493.34,(C/U),,,
328352,GAS,TERMOCUPLAS,TERMOCUPLA UNIVERSAL SIN RANURA x 200,831.02,(C/U),,,
328353,GAS,TERMOCUPLAS,TERMOCUPLA UNIVERSAL SIN RANURA x 300,885.66,(C/U),,,
328354,GAS,TERMOCUPLAS,TERMOCUPLA UNIVERSAL SIN RANURA x 400,952.36,(C/U),,,
328355,GAS,TERMOCUPLAS,TERMOCUPLA UNIVERSAL SIN RANURA x 500,1031.26,(C/U),,,
328356,GAS,TERMOCUPLAS,TERMOCUPLA UNIVERSAL SIN RANURA x 600,1104.04,(C/U),,,
328358,GAS,TERMOCUPLAS,TERMOCUPLA UNIVERSAL SIN RANURA x 800,1243.54,(C/U),,,
328360,GAS,TERMOCUPLAS,TERMOCUPLA UNIVERSAL SIN RANURA x 1000,1395.2,(C/U),,,
328362,GAS,TERMOCUPLAS,TERMOCUPLA UNIVERSAL SIN RANURA x 1200,1577.22,(C/U),,,
328364,GAS,TERMOCUPLAS,TERMOCUPLA UNIVERSAL SIN RANURA x 1400,1731.12,(C/U),,,
328365,GAS,TERMOCUPLAS,TERMOCUPLA UNIVERSAL SIN RANURA x 1500,2004.1,(C/U),,,
328373,GAS,TERMOCUPLAS,TERMOCUPLA EMEGE EURO x 300,900.84,(C/U),,,
328374,GAS,TERMOCUPLAS,TERMOCUPLA EMEGE EURO x 400,1032.34,(C/U),,,
328375,GAS,TERMOCUPLAS,TERMOCUPLA EMEGE EURO x 500,1117.84,(C/U),,,
328376,GAS,TERMOCUPLAS,TERMOCUPLA EMEGE EURO x 600,598.37,(C/U),,,
328378,GAS,TERMOCUPLAS,TERMOCUPLA EMEGE EURO x 800,1348.02,(C/U),,,
328380,GAS,TERMOCUPLAS,TERMOCUPLA EMEGE EURO x 1000,13226892,(C/U),,,
328381,GAS,TERMOCUPLAS,TERMOCUPLA EMEGE EURO x 1100,1587.08,(C/U),,,
328383,GAS,TERMOCUPLAS,TERMOCUPLA EMEGE EURO x 1300,1781.96,(C/U),,,
328404,GAS,TERMOCUPLAS,TERMOCUPLA PUNTA CTZ X 400,1209.1,(C/U),328400,,
328406,GAS,TERMOCUPLAS,TERMOCUPLA PUNTA CTZ X 600,1335.12,(C/U),328400,,
328408,GAS,TERMOCUPLAS,TERMOCUPLA PUNTA CTZ X 800,1521.6,(C/U),328400,,
328410,GAS,TERMOCUPLAS,TERMOCUPLA PUNTA CTZ X 1000,1708.2,(C/U),328400,,
328503,GAS,TERMOCUPLAS,TERMOCUPLA LONGVIE X 300,946.6,(C/U),328500,,
328504,GAS,TERMOCUPLAS,TERMOCUPLA LONGVIE X 400,1020.36,(C/U),328500,,
328506,GAS,TERMOCUPLAS,TERMOCUPLA LONGVIE X 600,1180.02,(C/U),328500,,
328508,GAS,TERMOCUPLAS,TERMOCUPLA LONGVIE X 800,1329.14,(C/U),328500,,
328510,GAS,TERMOCUPLAS,TERMOCUPLA LONGVIE X 1000,1491.26,(C/U),328500,,
328514,GAS,TERMOCUPLAS,TERMOCUPLA LONGVIE X 1400,1841.38,(C/U),328500,,
328603,GAS,TERMOCUPLAS,TERMOCUPLA ORBIS ANTIGUA SOU 300 mm,942.16,(C/U),328600,,
328604,GAS,TERMOCUPLAS,TERMOCUPLA ORBIS ANTIGUA SOU 400 mm,1013.16,(C/U),328600,,
328605,GAS,TERMOCUPLAS,TERMOCUPLA ORBIS ANTIGUA SOU 500 mm,1097.06,(C/U),,,
328606,GAS,TERMOCUPLAS,TERMOCUPLA ORBIS ANTIGUA SOU 600 mm,1174.5,(C/U),328600,,
328608,GAS,TERMOCUPLAS,TERMOCUPLA ORBIS ANTIGUA SOU 800 mm.,1322.92,(C/U),,,
328610,GAS,TERMOCUPLAS,TERMOCUPLA ORBIS ANTIGUA SOU 1000 mm.,1484.26,(C/U),,,
328612,GAS,TERMOCUPLAS,TERMOCUPLA ORBIS ANTIGUA SOU 1200 mm.,1677.86,(C/U),,,
328703,GAS,TERMOCUPLAS,TERMOCUPLA ORBIS MODERNA x 300,942.16,(C/U),,,
328704,GAS,TERMOCUPLAS,TERMOCUPLA ORBIS MODERNA x 400,1013.14,(C/U),,,
328705,GAS,TERMOCUPLAS,TERMOCUPLA ORBIS MODERNA x 500,1097.06,(C/U),,,
328706,GAS,TERMOCUPLAS,TERMOCUPLA ORBIS MODERNA x 600,1174.5,(C/U),,,
328708,GAS,TERMOCUPLAS,TERMOCUPLA ORBIS MODERNA x 800,1322.9,(C/U),,,
328710,GAS,TERMOCUPLAS,TERMOCUPLA ORBIS MODERNA x 1000,1484.26,(C/U),,,
328712,GAS,TERMOCUPLAS,TERMOCUPLA ORBIS MODERNA x 1200,1677.86,(C/U),,,
328714,GAS,TERMOCUPLAS,TERMOCUPLA SEÑORIAL 380 mm 9 x 1,910.32,(C/U),,,
328715,GAS,TERMOCUPLAS,TERMOCUPLA SEÑORIAL 380 mm 11/32,910.32,(C/U),,,
328720,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO LARGO x 200,982.34,(C/U),,,
328723,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO LARGO x 300,1046.86,(C/U),,,
328724,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO LARGO x 400,1125.76,(C/U),,,
328725,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO LARGO x 500,1218.98,(C/U),,,
328726,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO LARGO x 600,1305,(C/U),,,
328727,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO LARGO x 700,1391.04,(C/U),,,
328728,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO LARGO x 800,1469.9,(C/U),,,
328729,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO LARGO x 900,1577.48,(C/U),,,
328730,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO LARGO x 1000,1649.18,(C/U),,,
328732,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO LARGO x 1200,1735.24,(C/U),,,
328733,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO CORTO x 300,884.08,(C/U),,,
328735,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO CORTO x 350,471.08,(C/U),,,
328740,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO CORTO x 400,1013.16,(C/U),,,
328750,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO CORTO x 750,1307.28,(C/U),,,
328760,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO CORTO x 600,1178.56,(C/U),,,
328770,GAS,TERMOCUPLAS,TERMOCUPLA ESKABE CUELLO CORTO x 1000,12980919,(C/U),,,
328802,GAS,TERMOCUPLAS,TERMOCUPLA SEGUER 200 mm 8x1,884.08,(C/U),328800,,
328803,GAS,TERMOCUPLAS,TERMOCUPLA SEGUER 300 mm 8x1,942.22,(C/U),328800,,
328804,GAS,TERMOCUPLAS,TERMOCUPLA SEGUER 400 mm 8x1,1013.16,(C/U),328800,,
328806,GAS,TERMOCUPLAS,TERMOCUPLA SEGUER 600 mm 8x1,1174.5,(C/U),328800,,
328807,GAS,TERMOCUPLAS,TERMOCUPLA SEGUER 700 mm 8x1,1251.92,(C/U),328800,,
328808,GAS,TERMOCUPLAS,TERMOCUPLA SEGUER 800 mm 8x1,1322.9,(C/U),328800,,
328809,GAS,TERMOCUPLAS,TERMOCUPLA SEGUER 900 mm 8x1,1419.74,(C/U),328800,,
328810,GAS,TERMOCUPLAS,TERMOCUPLA SEGUER 1000 mm 8x1,1484.26,(C/U),328800,,
328812,GAS,TERMOCUPLAS,TERMOCUPLA SEGUER 1200 mm 8x1,1677.86,(C/U),328800,,
328814,GAS,TERMOCUPLAS,TERMOCUPLA SEGUER 1400 mm 8x1,1832.74,(C/U),328800,,
328815,GAS,TERMOCUPLAS,TERMOCUPLA SEGUER 1500 mm 8x1,2058.6,(C/U),328800,,
328902,GAS,TERMOCUPLAS,TERMOCUPLA EITAR X 200  (9X1),888.24,(C/U),328900,,
328903,GAS,TERMOCUPLAS,TERMOCUPLA EITAR X 300  (9X1),946.62,(C/U),328900,,
328904,GAS,TERMOCUPLAS,TERMOCUPLA EITAR X 400  (9X1),1017.94,(C/U),328900,,
328906,GAS,TERMOCUPLAS,TERMOCUPLA EITAR X 600  (9X1),1180.02,(C/U),328900,,
328908,GAS,TERMOCUPLAS,TERMOCUPLA EITAR X 800  (9X1),1329.16,(C/U),328900,,
328910,GAS,TERMOCUPLAS,TERMOCUPLA EITAR X 1000  (9X1),1491.26,(C/U),328900,,
328914,GAS,TERMOCUPLAS,TERMOCUPLA EITAR X 1400  (9X1),1841.38,(C/U),328900,,
329240,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR LONGVIE S/F 1050 COAX. COCINA,2375.5,(C/U),329240,,
329247,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR LONGVIE S/G 250 t/pala c/m caleftactor,1496.66,(C/U),329247,,
329250,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ORBIS S/R 1200 8x1 COCINA,2167.82,(C/U),329283,,
329251,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ORBIS S/R 1200 COAXIAL COCINA,2043.3,(C/U),329251,,
329252,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ORBIS S/G C/T COAXIAL 1100 cocina,2148.08,(C/U),,,
329255,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR SANSUR S/R 8x1 1000 COCINA,1934.16,(C/U),329255,,
329500,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR BOSCH/CONT S/R 250 COAX. HLLA,1053.12,(C/U),329500,,
329501,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR BOSCH/CONT S/R 450 COAX. HLLA,1118.1,(C/U),329502,,
329502,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR BOSCH/CONT S/R 500 COAX. HLLA,1130.9,(C/U),329503,,
329503,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR BOSCH/CONT S/G 1250 COAX. cocina,2648.08,(C/U),329501,,
329504,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR DOMEC S/R 360 C/T . T/P C/MAZA hlla,999.96,(C/U),329504,,
329505,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR DOMEC S/R 560 C/T. T/P C/MAZA,1058.18,(C/U),329505,,
329506,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR DOMEC S/A 1260 COAX COCINA,2206.76,(C/U),329506,,
329507,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ESKABE/MAC.600 S/R C/T COAX.,1395,(C/U),329507,,
329508,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ESCORIAL 850 S/G COAX COCINA,1792.78,(C/U),329508,,
329509,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ESCORIAL 190 S/Lis c/t coax hlla,1140.58,(C/U),329509,,
329510,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ESCORIAL 400 S/Lis c/t coax hlla,1220.9,(C/U),329510,,
329511,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ESCORIAL 930 S/G COAX COCINA,1793.52,(C/U),329511,,
329512,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ELECTROLUX S/G 1050 8x1 COCINA,2221.42,(C/U),329512,,
329513,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ELECTROLUX S/G 1050 c/t coax cocina,1986.08,(C/U),329520,,
329514,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ELECTROLUX S/G 540 c/t coax hlla,1324.04,(C/U),329519,,
329515,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ELECTROLUX S/G 340 c/t coax hlla,1259.12,(C/U),329518,,
329516,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ELECTROLUX S/E 420 60c  c/t coax. hlla,1344.22,(C/U),329513,,
329517,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ELECTROLUX S/E 640 60c c/t coax hlla,1485.7,(C/U),329515,,
329518,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ELECTROLUX S/E 420 80c c/t coax hlla,1315.84,(C/U),329516,,
329519,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ELECTROLUX S/E 640 80c c/t coax hlla,1414.92,(C/U),329517,,
329520,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ELECTROLUX S/E 1200 c/t coax horno,1609.62,(C/U),329521,,
329521,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ELECTROLUX S/E 1400 c/t coax cocina,1687.5,(C/U),329522,,
329523,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR MARTIRI/SAMSUR S/R 250 c/t coax a,1224.64,(C/U),329523,,
329524,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR MARTIRI/SAMSUR S/R 1000 coax cocina,2089.9,(C/U),329524,,
329525,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR MARTIRI/SAMSUR S/R 450 c/t coax hlla,1324.76,(C/U),329525,,
329540,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR MARTIRI S/SEEGUER 1000 coax cocina,2645.9,(C/U),329540,,
329541,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR MARTIRI S/ESP 1000 coax cocina,2154.84,(C/U),329541,,
329542,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR MORELLI S/G 8x1 1400 coina indust.,2173.8,(C/U),,,
329560,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ORMAY/MACOSER S/G 8x1 1200 cocina,2232.68,(C/U),329560,,
329561,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR ORMAY/MACOSER C/T COAX 9300 cocina,2341.02,(C/U),,,
329572,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR PATRICK/MABE S/G C/T 285 coax hlla,1094.32,(C/U),329572,,
329574,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR PATRICK/MABE S/G C/T 460 coax hlla,1174.98,(C/U),329574,,
329576,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR PATRICK/MABE S/G C/T 1050 coax cocina,2071.16,(C/U),329576,,
329578,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR PATRICK/MABE S/E 1570 coax cocina,2441.14,(C/U),329578,,
329580,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR PATRICK/MABE S/G C/T 1200 coax cocina,2063.86,(C/U),329580,,
329619,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR STD S/R 395 8x1 T/P C/T C/MAZA HLLA,1286.28,(C/U),329605,,
329620,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR VALIGAS/STD S/R 1000 8x1 cocina,1934.16,(C/U),329620,,
329621,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR WHIRLPOOL S/R 300 C/T COAX HLLA,1026.62,(C/U),329621,,
329622,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR WHIRLPOOL S/R 600 C/T coax hlla,1130,(C/U),329622,,
329623,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR WHIRLPOOL S/E 465 coax hlla,1825.22,(C/U),329623,,
329624,GAS,TERMOCUPLAS BIFILAR,TERMOC BIFILAR WHIRLPOOL S/E 1170 coax cocina,2379.84,(C/U),329624,,
329110,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA BOSCH/CONTI S/G 1200 8x1 C/D,2155.8,(C/U),329110,,
329120,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA COPPENS S/R 8x1 200/100+1200x2 c/termt,5975.76,(C/U),329120,,
329140,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA ECOTERMO S/SEEGER 8x1 235x2+770x2 calef,4699.08,(C/U),329140,,
329180,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA EMEGE S/ESP 8x1 215x2+450x2 calft.,3975.92,(C/U),329180,,
329181,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA EMEGE S/F 8x1 215x2+450x2 caleftact,3975.92,(C/U),329181,,
329182,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA EMEGE S/G 8x1 215x2+450x2 caleft.,3961.74,(C/U),329182,,
329239,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA LONGV S/F 8x1 C/T 400x2+800x2 termt,3656.06,(C/U),,,
329241,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA LONGV S/F 8x1 1000 C/DER cocina,4838.98,(C/U),329241,,
329242,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA LONGV/ORBIS S/F 8x1 1200 C/Derv cocina,4994.64,(C/U),329242,,
329243,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA LONGV S/F 8x1 240/55+700x2 C/termst,3744.32,(C/U),329243,,
329244,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA LONGV S/G 8x1 205x2+720X2 2term,4174.04,(C/U),329244,,
329245,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA LONGV S/G 8x1 250X2+620X2 8x1 2ter,8982.72,(C/U),329245,,
329246,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA LONGV S/G 9x1 315x2+115x2 termot,3660.58,(C/U),329246,,
329261,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA LONGV S/F 8x1 500 C/D 1000,4084.72,(C/U),329261,,
329281,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA ORBIS S/R 8x1 1000 c/deriv cocina,4451.5,(C/U),329281,,
329282,GAS,TERMOCUPLAS BIFIDA,TERMOC BIFIDA ORBIS S/R 8x1 1200 c/deriv cocina,4540.58,(C/U),329282,,
